group,dataset,method,variant,n_completed,n_attempts,n_failed,P_mean,P_sd,S_mean,S_sd,online_s_mean,online_s_sd,completed_run_ids
agem_profile,core50_nc,agem_adaptive_ewc_q320,agem_profile,1,1,0,0.22201351139566733,,0.775240362652727,,637.2582956780097,,effectiveness_v3_20260918T075722Z_0b1f08b5
agem_profile,core50_nc,agem_static_q320,agem_profile,1,1,0,0.6804864681935062,,0.3465360566156388,,310.0111691619968,,effectiveness_v3_20260918T075205Z_4e190a1d
control_2x2,core50_nc,control_core50_nc_O00_q160,control_2x2,0,1,1,,,,,,,
control_2x2,core50_nc,control_core50_nc_O01_q160,control_2x2,0,1,1,,,,,,,
control_2x2,core50_nc,control_core50_nc_O10_q160,control_2x2,0,1,1,,,,,,,
control_2x2,core50_nc,control_core50_nc_O11_q160,control_2x2,0,1,1,,,,,,,
control_2x2,splitcifar100,control_splitcifar100_O00_q160,control_2x2,1,1,0,0.4338,,0.5811111111111111,,79.61129018699285,,effectiveness_v3_20260918T070247Z_4f265e8f
control_2x2,splitcifar100,control_splitcifar100_O01_q160,control_2x2,1,1,0,0.42160000000000003,,0.5978888888888889,,78.95348231398384,,effectiveness_v3_20260918T070441Z_f953b85a
control_2x2,splitcifar100,control_splitcifar100_O10_q160,control_2x2,0,1,1,,,,,,,
control_2x2,splitcifar100,control_splitcifar100_O11_q160,control_2x2,0,1,1,,,,,,,
dyn_reservation_probe,core50_nc,dyn_core50_nc_R4,dyn_reservation_probe,0,1,1,,,,,,,
eval_batch,core50_nc,eval_core50_nc_b128,eval_batch,1,1,0,0.41099243435692034,,1.0,,27.768607511010487,,effectiveness_v3_20260918T034951Z_79924874
eval_batch,core50_nc,eval_core50_nc_b32,eval_batch,1,1,0,0.4964396973742768,,1.0,,28.243839407979976,,effectiveness_v3_20260918T035026Z_9d0bd278
eval_batch,core50_nc,eval_core50_nc_b8,eval_batch,1,1,0,0.3998664886515354,,1.0,,29.236691494006664,,effectiveness_v3_20260918T035102Z_024561a7
eval_batch,splitcifar100,eval_splitcifar100_b128,eval_batch,1,1,0,0.483,,1.0,,5.771967191976728,,effectiveness_v3_20260918T035221Z_7b303cae
eval_batch,splitcifar100,eval_splitcifar100_b32,eval_batch,1,1,0,0.476,,1.0,,5.672603076003725,,effectiveness_v3_20260918T035236Z_4f0930ef
eval_batch,splitcifar100,eval_splitcifar100_b8,eval_batch,1,1,0,0.443,,1.0,,5.921014919003937,,effectiveness_v3_20260918T035250Z_e0948625
host_capability,core50_nc,host_capability,host_capability,0,1,0,,,,,,,
io_off,core50_nc,io_off_core50_nc,io_off,1,1,0,0.6048228135322368,,0.4788192270205527,,201.97563308299868,,effectiveness_v3_20260918T070802Z_9e915627
io_on,core50_nc,io_on_core50_nc,io_on,1,1,0,0.6653559021973543,,0.4285846049708635,,180.36173894398962,,effectiveness_v3_20260918T071131Z_f68f3c56
l_cal,core50_nc,lcal_core50_nc_q320_rep0,l_cal,1,1,0,0.623670950975322,,0.47076102602170644,,202.43518921398208,,effectiveness_v3_20260918T061211Z_f25203dd
l_cal,core50_nc,lcal_core50_nc_q320_rep1,l_cal,1,1,0,0.6860396012918663,,0.4052329008698379,,208.18786771499435,,effectiveness_v3_20260918T061541Z_8747fb0e
l_cal,splitcifar100,lcal_splitcifar100_q320_rep0,l_cal,1,1,0,0.4224,,0.5951111111111111,,74.6609519799822,,effectiveness_v3_20260918T064650Z_7d7f8e57
l_cal,splitcifar100,lcal_splitcifar100_q320_rep1,l_cal,1,1,0,0.4293,,0.5835555555555556,,73.0638048069959,,effectiveness_v3_20260918T064813Z_08eabb50
plugin_cost,core50_nc,cost_core50_nc_b256,plugin_cost,1,1,0,0.3033082335421906,,0.7078401586445984,,108.47144944500178,,effectiveness_v3_20260918T041653Z_27f9e4f1
plugin_cost,core50_nc,cost_core50_nc_b64,plugin_cost,1,1,0,0.6207718831571619,,0.4518985088320625,,122.96207224699901,,effectiveness_v3_20260918T041442Z_64049f11
plugin_cost,core50_nc,cost_core50_nc_ewc,plugin_cost,1,1,0,0.14891199880379188,,0.8574795643185869,,645.6305383050058,,effectiveness_v3_20260918T042714Z_1547820b
plugin_cost,core50_nc,cost_core50_nc_gem,plugin_cost,1,1,0,0.6462881166398545,,0.5460813768911075,,497.48316597301164,,effectiveness_v3_20260918T041849Z_142c7d28
plugin_cost,core50_nc,cost_core50_nc_gem_ewc,plugin_cost,1,1,0,0.14705885496803026,,0.8595643511338187,,952.7626448289957,,effectiveness_v3_20260918T043807Z_ed855c65
plugin_cost,splitcifar100,cost_splitcifar100_b256,plugin_cost,1,1,0,0.0401,,0.9855555555555555,,32.228081934998045,,effectiveness_v3_20260918T045753Z_531aff64
plugin_cost,splitcifar100,cost_splitcifar100_b64,plugin_cost,1,1,0,0.3282,,0.6946666666666668,,35.866991363000125,,effectiveness_v3_20260918T045709Z_0b11e29d
plugin_cost,splitcifar100,cost_splitcifar100_ewc,plugin_cost,1,1,0,0.3261,,0.7032222222222222,,264.542178417003,,effectiveness_v3_20260918T050219Z_ee7b9532
plugin_cost,splitcifar100,cost_splitcifar100_gem,plugin_cost,1,1,0,0.4266,,0.6038888888888889,,217.22140024701366,,effectiveness_v3_20260918T045833Z_3ea4231e
plugin_cost,splitcifar100,cost_splitcifar100_gem_ewc,plugin_cost,1,1,0,0.1526,,0.9268888888888889,,362.05017502902774,,effectiveness_v3_20260918T050652Z_3e217be9
plugin_loose,core50_nc,plugin_loose_core50_nc_q320,plugin_loose,1,1,0,0.11217265785186473,,0.8988113228895049,,953.1932924099965,,effectiveness_v3_20260918T055602Z_9b29b8f8
plugin_loose,splitcifar100,plugin_loose_splitcifar100_q320,plugin_loose,1,1,0,0.16560000000000002,,0.8271111111111111,,365.4913512329804,,effectiveness_v3_20260918T064028Z_cbe2cbf1
q_loose_verify,core50_nc,loose_core50_nc_q320,q_loose_verify,1,1,0,0.6398266046514451,,0.43611550630080664,,204.39611826499458,,effectiveness_v3_20260918T055222Z_53e5a22d
q_loose_verify,splitcifar100,loose_splitcifar100_q320,q_loose_verify,1,1,0,0.41879999999999995,,0.5980000000000001,,73.53887319299974,,effectiveness_v3_20260918T063857Z_99a791e7
quota_scan,core50_nc,quota_core50_nc_q160,quota_scan,1,1,0,0.6565829678699274,,0.43924010989659346,,206.41733868897427,,effectiveness_v3_20260918T051310Z_753bf737
quota_scan,core50_nc,quota_core50_nc_q176,quota_scan,1,1,0,0.6322725276839359,,0.44860319135230653,,191.21422269300092,,effectiveness_v3_20260918T051644Z_afe539fc
