group,dataset,method,variant,n_completed,n_attempts,n_failed,P_mean,P_sd,S_mean,S_sd,online_s_mean,online_s_sd,completed_run_ids
quota_scan,core50_nc,quota_core50_nc_q192,quota_scan,1,1,0,0.6375218281746339,,0.4290207963457633,,198.4211928510049,,effectiveness_v3_20260918T052003Z_0326cd41
quota_scan,core50_nc,quota_core50_nc_q208,quota_scan,1,1,0,0.6539499210543239,,0.42632357729658854,,205.45375133201014,,effectiveness_v3_20260918T052329Z_c1d89672
quota_scan,core50_nc,quota_core50_nc_q224,quota_scan,1,1,0,0.65764809241109,,0.45807839642803994,,202.49762755897245,,effectiveness_v3_20260918T052702Z_ca15a41b
quota_scan,core50_nc,quota_core50_nc_q240,quota_scan,1,1,0,0.6709498522977994,,0.41489843012503336,,206.08607675301027,,effectiveness_v3_20260918T053032Z_b8606185
quota_scan,core50_nc,quota_core50_nc_q256,quota_scan,1,1,0,0.6291540671750943,,0.47788393628996473,,205.6037413830054,,effectiveness_v3_20260918T053405Z_da48ec62
quota_scan,core50_nc,quota_core50_nc_q272,quota_scan,1,1,0,0.6431421152201259,,0.4786651051849329,,197.62989791401196,,effectiveness_v3_20260918T053739Z_7f296087
quota_scan,splitcifar100,quota_splitcifar100_q160,quota_scan,1,1,0,0.42000000000000004,,0.5984444444444444,,76.06301243600319,,effectiveness_v3_20260918T054112Z_d4208e97
quota_scan,splitcifar100,quota_splitcifar100_q176,quota_scan,1,1,0,0.4295,,0.5828888888888889,,76.00764946901472,,effectiveness_v3_20260918T054236Z_cc768590
quota_scan,splitcifar100,quota_splitcifar100_q192,quota_scan,1,1,0,0.4206,,0.6011111111111112,,72.78668983399984,,effectiveness_v3_20260918T054400Z_e4bd3c8e
quota_scan,splitcifar100,quota_splitcifar100_q208,quota_scan,1,1,0,0.43810000000000004,,0.5735555555555556,,73.99989668600028,,effectiveness_v3_20260918T054522Z_0bab737f
quota_scan,splitcifar100,quota_splitcifar100_q224,quota_scan,1,1,0,0.40800000000000003,,0.6086666666666667,,73.0804348429956,,effectiveness_v3_20260918T054644Z_7e5cb9f5
quota_scan,splitcifar100,quota_splitcifar100_q240,quota_scan,1,1,0,0.4135999999999999,,0.6017777777777777,,76.43774351599859,,effectiveness_v3_20260918T054805Z_038271a2
quota_scan,splitcifar100,quota_splitcifar100_q256,quota_scan,1,1,0,0.41740000000000005,,0.5995555555555556,,72.93427139800042,,effectiveness_v3_20260918T054930Z_6d7360cb
quota_scan,splitcifar100,quota_splitcifar100_q272,quota_scan,1,1,0,0.4504,,0.5655555555555556,,73.7742528799863,,effectiveness_v3_20260918T055051Z_91f34914
s0_profile,core50_nc,s0_core50_nc_rep0,s0_profile,1,1,0,0.6194011596919303,,0.46582370729679834,,208.65260549497907,,effectiveness_v3_20260918T040734Z_93bd9bba
s0_profile,core50_nc,s0_core50_nc_rep1,s0_profile,1,1,0,0.6619582129487734,,0.46690535535415423,,196.34359464800218,,effectiveness_v3_20260918T041110Z_7da6f0cf
s0_profile,splitcifar100,s0_splitcifar100_rep0,s0_profile,1,1,0,0.4365,,0.5891111111111111,,75.50162628199905,,effectiveness_v3_20260918T045416Z_2e6c108f
s0_profile,splitcifar100,s0_splitcifar100_rep1,s0_profile,1,1,0,0.43739999999999996,,0.5727777777777778,,73.12341626000125,,effectiveness_v3_20260918T045539Z_46e01d7e
sensitivity,core50_nc,sens_alpha_double_q160,sensitivity,0,1,1,,,,,,,
sensitivity,core50_nc,sens_alpha_half_q160,sensitivity,0,1,1,,,,,,,
sensitivity,core50_nc,sens_beta_double_q160,sensitivity,0,1,1,,,,,,,
sensitivity,core50_nc,sens_beta_half_q160,sensitivity,0,1,1,,,,,,,
sensitivity,core50_nc,sens_delta_half_life_q160,sensitivity,0,1,1,,,,,,,
sensitivity,core50_nc,sens_initial_batch32_q160,sensitivity,0,1,1,,,,,,,
sensitivity,core50_nc,sens_initial_replay1000_q160,sensitivity,0,1,1,,,,,,,
sensitivity,core50_nc,sens_lr_double_q160,sensitivity,0,1,1,,,,,,,
sensitivity,core50_nc,sens_lr_half_q160,sensitivity,0,1,1,,,,,,,
sensitivity,core50_nc,sens_quota_loose_q320,sensitivity,1,1,0,0.22324229552201613,,0.7738579805105845,,739.1043115290231,,effectiveness_v3_20260918T072643Z_8270ed07
sensitivity,core50_nc,sens_quota_mid_q240,sensitivity,1,1,0,0.2028988041992294,,0.7967444082487196,,756.8532679179916,,effectiveness_v3_20260918T073910Z_ebc842d3
sensitivity,core50_nc,sens_thr_double_q160,sensitivity,0,1,1,,,,,,,
sensitivity,core50_nc,sens_thr_half_q160,sensitivity,0,1,1,,,,,,,
static_search_loose,core50_nc,search_loose_core50_nc_b16_r2000_q320,static_search_loose,1,1,0,0.5292428276564702,,0.7782612733770131,,206.68990120501257,,effectiveness_v3_20260918T063035Z_a97c2d26
static_search_loose,core50_nc,search_loose_core50_nc_b16_r200_q320,static_search_loose,1,1,0,0.6114799287355255,,0.46672905054851344,,203.05385202300386,,effectiveness_v3_20260918T062705Z_ce1e6152
static_search_loose,core50_nc,search_loose_core50_nc_b256_r2000_q320,static_search_loose,0,1,1,,,,,,,
static_search_loose,core50_nc,search_loose_core50_nc_b256_r200_q320,static_search_loose,0,1,1,,,,,,,
static_search_loose,core50_nc,search_loose_core50_nc_b64_r2000_q320,static_search_loose,1,1,0,0.5020638173964351,,0.7867096302895249,,126.96978740600753,,effectiveness_v3_20260918T063618Z_0d2342fd
static_search_loose,core50_nc,search_loose_core50_nc_b64_r200_q320,static_search_loose,1,1,0,0.5944983353943474,,0.49923520907853614,,121.0121160960116,,effectiveness_v3_20260918T063410Z_35400e3d
static_search_loose,splitcifar100,search_loose_splitcifar100_b16_r2000_q320,static_search_loose,1,1,0,0.4016,,0.7107777777777777,,74.03689345397288,,effectiveness_v3_20260918T065440Z_b6aee39a
static_search_loose,splitcifar100,search_loose_splitcifar100_b16_r200_q320,static_search_loose,1,1,0,0.4295,,0.5847777777777778,,75.16705530602485,,effectiveness_v3_20260918T065316Z_09e88ab3
static_search_loose,splitcifar100,search_loose_splitcifar100_b256_r2000_q320,static_search_loose,0,1,1,,,,,,,
static_search_loose,splitcifar100,search_loose_splitcifar100_b256_r200_q320,static_search_loose,0,1,1,,,,,,,
static_search_loose,splitcifar100,search_loose_splitcifar100_b64_r2000_q320,static_search_loose,1,1,0,0.3118,,0.7236666666666667,,35.67432290801662,,effectiveness_v3_20260918T065647Z_f82fb9c8
static_search_loose,splitcifar100,search_loose_splitcifar100_b64_r200_q320,static_search_loose,1,1,0,0.316,,0.7064444444444444,,36.38811557498411,,effectiveness_v3_20260918T065602Z_2e52079b
static_search_tight,core50_nc,search_tight_core50_nc_b16_r2000_q160,static_search_tight,1,1,0,0.5703488370231513,,0.7403918175996755,,198.55671203800011,,effectiveness_v3_20260918T062258Z_fb2a4c31
static_search_tight,core50_nc,search_tight_core50_nc_b16_r200_q160,static_search_tight,1,1,0,0.6453641544705232,,0.42764333904499785,,205.611841475009,,effectiveness_v3_20260918T061925Z_1158848e
static_search_tight,core50_nc,search_tight_core50_nc_b256_r2000_q160,static_search_tight,0,1,1,,,,,,,
static_search_tight,core50_nc,search_tight_core50_nc_b256_r200_q160,static_search_tight,0,1,1,,,,,,,
static_search_tight,core50_nc,search_tight_core50_nc_b64_r2000_q160,static_search_tight,0,1,1,,,,,,,
static_search_tight,core50_nc,search_tight_core50_nc_b64_r200_q160,static_search_tight,0,1,1,,,,,,,
static_search_tight,splitcifar100,search_tight_splitcifar100_b16_r2000_q160,static_search_tight,1,1,0,0.3997,,0.7137777777777778,,75.43333389100735,,effectiveness_v3_20260918T065109Z_f4622985
static_search_tight,splitcifar100,search_tight_splitcifar100_b16_r200_q160,static_search_tight,1,1,0,0.41980000000000006,,0.5936666666666667,,77.37379344599321,,effectiveness_v3_20260918T064943Z_874b24ea
static_search_tight,splitcifar100,search_tight_splitcifar100_b256_r2000_q160,static_search_tight,0,1,1,,,,,,,
static_search_tight,splitcifar100,search_tight_splitcifar100_b256_r200_q160,static_search_tight,0,1,1,,,,,,,
static_search_tight,splitcifar100,search_tight_splitcifar100_b64_r2000_q160,static_search_tight,0,1,1,,,,,,,
static_search_tight,splitcifar100,search_tight_splitcifar100_b64_r200_q160,static_search_tight,0,1,1,,,,,,,
