variant,n,online_s,learning_s,eval_s,ctrl_s,reconf_s,gpu_peak_mib,rss_peak_mib,swap_peak_mib
core50_nc_er_static,3,127.02814060766832,77.84116191000794,48.76368038365763,,,129.27880859375,1976.4075520833333,80.18229166666667
core50_nc_orion_batch_replay,3,114.78298412500105,70.11457668998871,44.238477521340734,0.0005217630023252667,0.005803128330929466,125.1767578125,1978.2369791666667,88.171875
core50_nc_orion_formula,3,112.71370058733494,67.9015869603342,44.374540420993675,0.0005342999987381333,0.005212497329921399,125.1767578125,1979.2135416666667,89.52213541666667
splitcifar100_er_static,3,25.600582061999983,20.98491694300901,4.180761091670623,,,129.30908203125,2104.7955729166665,59.6171875
splitcifar100_orion_batch_replay,3,26.656024137000106,22.001720170002955,4.214679525335669,0.0006563139977515,0.0043678270085365,125.20703125,2109.6236979166665,59.6171875
splitcifar100_orion_formula,3,26.51639576699866,21.897873584666133,4.18362087066392,0.0004864073271164334,0.0038389343244488662,125.20703125,2109.49609375,59.96875
core50_nc,3,112.52973543966557,67.61454900567576,44.45682708798995,,,129.27880859375,1978.5026041666667,93.01171875
splitcifar100,3,25.83869369199965,21.183158888328762,4.214244563328975,,,129.30908203125,2105.4153645833335,93.01171875
