run_id,variant,seed,status,failure_phase,eval_batch,quota_bytes,source
20260914T134158Z_light24_0922592c,cifar100_er_static_128mib,0,cuda_oom,evaluation_after_first_training,128,134217728,runs/20260914T134158Z_light24_0922592c/summary.json
20260914T134206Z_light24_132b5dc1,cifar100_orion_formula_128mib,0,cuda_oom,evaluation_after_first_training,128,134217728,runs/20260914T134206Z_light24_132b5dc1/summary.json
20260914T134422Z_light24_bb8d9800,cifar100_er_static_128mib,1,cuda_oom,evaluation_after_first_training,128,134217728,runs/20260914T134422Z_light24_bb8d9800/summary.json
20260914T134430Z_light24_210bfc3e,cifar100_orion_formula_128mib,1,cuda_oom,evaluation_after_first_training,128,134217728,runs/20260914T134430Z_light24_210bfc3e/summary.json
20260914T134647Z_light24_898228e4,cifar100_er_static_128mib,2,cuda_oom,evaluation_after_first_training,128,134217728,runs/20260914T134647Z_light24_898228e4/summary.json
20260914T134655Z_light24_ad6fe091,cifar100_orion_formula_128mib,2,cuda_oom,evaluation_after_first_training,128,134217728,runs/20260914T134655Z_light24_ad6fe091/summary.json
