experiment,variant,dataset,seed,status,run_id,P,S,online_s,learning_s_sum,evaluation_s_sum,controller_s_sum,reconfigure_s_sum,prefetch_wait_sum,prefetch_batches_sum,replay_visits_sum,new_visits_sum,memory_mib_peak,proc_rss_peak_mib,gpu_alloc_peak_mib,gpu_global_peak_mib,swap_used_peak_mib,urge_max,urge_mean,applied_batch_min,applied_batch_max,applied_replay_min,applied_replay_max,n_mode_switches,guard_nonok
L_endless,endless_wc_orion_formula_s0,endless_wc,0,completed,20260914T143735Z_light24_0aca7541,0.9751749872901894,0.9959537328176744,95.15597624400108,79.27598318199307,15.636616247997154,0.00038049399881856516,0.0021298180072335526,0.0,4890.0,57422.0,74241.0,125.150390625,1973.58203125,125.150390625,1372.5625,644.37890625,0.010141208391349755,0.006660131986430869,15.0,15.0,193.0,198.0,0.0,0.0
L_endless,endless_ic_er_static_s1,endless_ic,1,completed,20260914T143919Z_light24_52675fd9,0.9285418873379288,0.8191104490888005,23.019155377995048,18.000413075991673,4.841847860996495,,,0.0,1195.0,9576.0,19092.0,129.251953125,1932.86328125,129.251953125,1372.5625,658.53515625,,,,,,,,
L_endless,endless_ic_orion_formula_s1,endless_ic,1,completed,20260914T143948Z_light24_207c6986,0.9779116465863452,0.91840519229503,19.85098281200044,16.23047628600034,3.4423517279938096,0.0009573499992256984,0.0014610780053772032,0.0,1236.0,9486.0,19092.0,125.150390625,1931.125,125.150390625,1372.5625,690.01953125,0.0009670208470107791,0.0004918120890867378,15.0,15.0,194.0,198.0,0.0,0.0
L_endless,endless_il_er_static_s1,endless_il,1,completed,20260914T144013Z_light24_95276843,0.9876768914871156,0.9915279731242423,89.02788569100085,70.63996689201304,18.065919130996917,,,0.0,4445.0,54752.0,71079.0,129.251953125,1970.3515625,129.251953125,1372.5625,825.19140625,,,,,,,,
L_endless,endless_il_orion_formula_s1,endless_il,1,completed,20260914T144148Z_light24_cf6d9622,0.9896146629592562,1.0041750300172243,86.90621105000173,72.26046774799761,14.403105103003327,0.0003028049977729097,0.0022195790079422295,0.0,4683.0,54909.0,71079.0,125.150390625,1974.44140625,125.150390625,1372.5625,839.4921875,0.007396034044750949,0.004927258205713155,15.0,15.0,192.0,198.0,0.0,0.0
L_endless,endless_wc_er_static_s1,endless_wc,1,completed,20260914T144323Z_light24_c126a852,0.9801153958078588,0.9975447467651936,94.2940101130007,73.94163877399114,20.119947674997093,,,0.0,4642.0,57184.0,74241.0,129.251953125,1973.5,129.251953125,1372.5625,843.81640625,,,,,,,,
L_endless,endless_wc_orion_formula_s1,endless_wc,1,completed,20260914T144506Z_light24_700e06b0,0.9830476686328956,1.00129694676799,92.18328011499398,76.31952663000993,15.616839191010513,0.0007974459949764423,0.002139507996616885,0.0,4890.0,57422.0,74241.0,125.150390625,1978.94140625,125.150390625,1372.5625,843.33203125,0.008493333738097405,0.005999039921522951,15.0,15.0,193.0,198.0,0.0,0.0
L_endless,endless_ic_er_static_s2,endless_ic,2,completed,20260914T144647Z_light24_55eeaeb5,0.9998070987654322,0.7595432850603852,24.364133701994437,19.175107752002077,5.00067623200448,,,0.0,1195.0,9576.0,19092.0,129.251953125,1932.09375,129.251953125,1372.5625,864.01171875,,,,,,,,
L_endless,endless_ic_orion_formula_s2,endless_ic,2,completed,20260914T144717Z_light24_76c5a728,0.9737654320987654,0.7969247144106198,16.880510616996617,13.202715239996905,3.495039847002772,0.0006809749975218438,0.001520249992609024,0.0,1236.0,9486.0,19092.0,125.150390625,1931.53515625,125.150390625,1372.5625,879.32421875,0.0005919766880677134,0.00034746046798116316,15.0,15.0,194.0,198.0,0.0,0.0
L_endless,endless_il_er_static_s2,endless_il,2,completed,20260914T144739Z_light24_75b1b87c,0.9777482811753646,1.0174413948735466,89.80862340800377,71.23765254799946,18.339517816006264,,,0.0,4445.0,54752.0,71079.0,129.251953125,1970.6015625,129.251953125,1372.5625,893.44921875,,,,,,,,
L_endless,endless_il_orion_formula_s2,endless_il,2,completed,20260914T144916Z_light24_fd0e58c6,0.9890539563214492,1.001529670984049,85.70742733600491,70.925794503004,14.53753590901033,0.0002837189895217307,0.002186345991503913,0.0,4683.0,54909.0,71079.0,125.150390625,1974.0078125,125.150390625,1372.5625,901.44140625,0.005366706850126962,0.004231188453088093,15.0,15.0,192.0,198.0,0.0,0.0
L_endless,endless_wc_er_static_s2,endless_wc,2,completed,20260914T145050Z_light24_76fd2bf7,0.9761768250231352,0.9909699401839333,95.19042542600071,75.86091555799794,19.09189610699832,,,0.0,4642.0,57184.0,74241.0,129.251953125,1975.31640625,129.251953125,1372.5625,902.78515625,,,,,,,,
L_endless,endless_wc_orion_formula_s2,endless_wc,2,completed,20260914T145233Z_light24_afbc1169,0.8905676061256551,1.107057440831926,86.76818752899999,71.48634915700677,15.026837830009754,0.0011708859965438023,0.0023757360031595454,0.0,4890.0,57348.0,74241.0,125.150390625,1976.34765625,125.150390625,1372.5625,908.0859375,0.006992899267344908,0.004575422732748399,15.0,15.0,192.0,198.0,0.0,0.0
L_selected,splitcifar100,splitcifar100,0,completed,20260914T133410Z_light24_d81149fb,0.4169,0.7236666666666667,25.9439490520017,21.284778279994498,4.212302637992252,,,0.0,3130.0,45072.0,50000.0,129.30908203125,2105.7265625,129.30908203125,1372.5625,93.01171875,,,,,,,,
L_selected,splitcifar100,splitcifar100,1,completed,20260914T133442Z_light24_043611d0,0.4051,0.6892222222222222,25.843445582999266,21.193680971991853,4.2099475909999455,,,0.0,3130.0,45072.0,50000.0,129.30908203125,2105.8125,129.30908203125,1372.5625,93.01171875,,,,,,,,
L_selected,splitcifar100,splitcifar100,2,completed,20260914T133513Z_light24_ce839283,0.4448,0.6694444444444445,25.72868644099799,21.071017412999936,4.220483460994728,,,0.0,3130.0,45072.0,50000.0,129.30908203125,2104.70703125,129.30908203125,1372.5625,93.01171875,,,,,,,,
L_selected,core50_nc,core50_nc,0,completed,20260914T133544Z_light24_9475fce8,0.5228619773401127,0.7508159789035557,113.95032664099564,68.5216688660148,44.970868285003235,,,0.0,7498.0,95984.0,119894.0,129.27880859375,1980.36328125,129.27880859375,1372.5625,93.01171875,,,,,,,,
L_selected,core50_nc,core50_nc,1,completed,20260914T133744Z_light24_1a54471b,0.5233437273416329,0.7116184103302701,111.86142932700022,67.18367032701644,44.21798373098136,,,0.0,7498.0,95984.0,119894.0,129.27880859375,1978.48046875,129.27880859375,1372.5625,93.01171875,,,,,,,,
L_selected,core50_nc,core50_nc,2,completed,20260914T133942Z_light24_e0a33448,0.4916199075653432,0.7704747684274108,111.77745035100088,67.138307823996,44.181629247985256,,,0.0,7498.0,95984.0,119894.0,129.27880859375,1976.6640625,129.27880859375,1372.5625,93.01171875,,,,,,,,
