run_id,cell_id,method,dataset,seed,t,controller,reason,urge,thr,factors,mb_before,mr_before,mb_next,mr_next,suggested_new_batch,suggested_replay,suggested_optimizer_mode,plugin_policy,applied_new_batch,applied_replay,applied_optimizer_mode,applied_optional_plugins,replay_requested,replay_occupancy,replay_max_size,predicted_bytes,limit_bytes,guard_reason,enforcement,controller_s,reconfigure_s,plasticity,stability,latency_s,memory_mib,memory_mib_model,plugins,applied
effectiveness_v3_20260918T125327Z_307ffa7d,A/core50_nc/tight/O01/0/default,O01,core50_nc,0,0,,,0.14858992228844617,0.05,"{""factor_p"": 0.5008096568037089, ""factor_s"": 0.46879062662624377, ""factor_l"": 0.6329038764793042, ""factor_m"": 0.9999999675092239, ""urge"": 0.14858992228844617}",16.0,200.0,16.157743875661513,203.94359689153782,16,203,advanced,adaptive,16,203,advanced,"{""gem"": true, ""ewc"": true}",203,200,203,,167772160,ok,device_allocator_enforced,0.0002562220033723861,0.0003298330120742321,0.48704547981763596,1.0,32.17877930399845,91.03076171875,91.03076171875,"{""gem"": true, ""ewc"": true}",
effectiveness_v3_20260918T125327Z_307ffa7d,A/core50_nc/tight/O01/0/default,O01,core50_nc,0,1,,,0.18776423452154856,0.05,"{""factor_p"": 0.49397088851308685, ""factor_s"": 0.48185149354280066, ""factor_l"": 0.7888710698591861, ""factor_m"": 0.9999822171072174, ""urge"": 0.18776423452154856}",16.157743875661513,203.94359689153782,16.380339797324087,209.56282359380464,16,209,advanced,adaptive,16,209,advanced,"{""gem"": true, ""ewc"": true}",209,203,209,,167772160,ok,device_allocator_enforced,0.00020356400636956096,0.0006338520033750683,0.5964704595973608,0.7905037251195374,35.27253563099657,116.2509765625,116.2509765625,"{""gem"": true, ""ewc"": true}",
effectiveness_v3_20260918T125453Z_e468c444,A/core50_nc/tight/O11/0/default,O11,core50_nc,0,0,,,0.2310845125549176,0.05,"{""factor_p"": 0.49932239005122186, ""factor_s"": 0.46879062662624377, ""factor_l"": 0.98721306378747, ""factor_m"": 0.9999999675092239, ""urge"": 0.2310845125549176}",16.0,200.0,16.289735220087866,207.24338050219671,16,207,advanced,adaptive,16,207,advanced,"{""gem"": true, ""ewc"": true}",207,200,207,,167772160,ok,device_allocator_enforced,0.00022295399685390294,0.0002634720003698021,0.5108417658178583,1.0,33.2575379620248,91.03076171875,91.03076171875,"{""gem"": true, ""ewc"": true}",
effectiveness_v3_20260918T125453Z_e468c444,A/core50_nc/tight/O11/0/default,O11,core50_nc,0,1,,,0.23639795565484484,0.05,"{""factor_p"": 0.4939016251646052, ""factor_s"": 0.4811158198920075, ""factor_l"": 0.9948585733869768, ""factor_m"": 0.9999822171072174, ""urge"": 0.23639795565484484}",16.289735220087866,207.24338050219671,16.593372554406177,214.96932899191842,16,214,advanced,adaptive,16,214,advanced,"{""gem"": true, ""ewc"": true}",214,207,214,,167772160,ok,device_allocator_enforced,0.00019209302263334394,0.0006533980194944888,0.5975788361903529,0.8022906705215167,36.9327705730102,116.2509765625,116.2509765625,"{""gem"": true, ""ewc"": true}",
effectiveness_v3_20260918T125622Z_5cc2c4e7,A/core50_nc/tight/R11/0/default,R11,core50_nc,0,0,,,0.23042197151456792,0.05,"{""factor_p"": 0.49913474455325546, ""factor_s"": 0.46879062662624377, ""factor_l"": 0.9847527013949857, ""factor_m"": 0.9999999675092239, ""urge"": 0.23042197151456792}",16.0,200.0,16.28867515442331,207.21687886058274,16,207,advanced,fixed_default,16,207,default,"{""gem"": false, ""ewc"": false}",207,200,207,,167772160,ok,device_allocator_enforced,0.00024147200747393072,0.00028610200388357043,0.5138441009674191,1.0,32.54364337597508,91.03076171875,91.03076171875,"{""gem"": false, ""ewc"": false}",
effectiveness_v3_20260918T125622Z_5cc2c4e7,A/core50_nc/tight/R11/0/default,R11,core50_nc,0,1,,,0.16097355345420783,0.05,"{""factor_p"": 0.492250834426304, ""factor_s"": 0.4796516597183753, ""factor_l"": 0.6817887670085677, ""factor_m"": 0.9999822171072174, ""urge"": 0.16097355345420783}",16.28867515442331,207.21687886058274,16.46943637071807,211.81599753715253,16,211,advanced,fixed_default,16,211,default,"{""gem"": false, ""ewc"": false}",211,207,211,,167772160,ok,device_allocator_enforced,0.00019652699120342731,0.0004596659855451435,0.6239965777362123,0.8257533637273435,18.91970845099422,116.2509765625,116.2509765625,"{""gem"": false, ""ewc"": false}",
effectiveness_v3_20260918T125622Z_5cc2c4e7,A/core50_nc/tight/R11/0/default,R11,core50_nc,0,2,,,0.17543859679516427,0.05,"{""factor_p"": 0.4962363247923913, ""factor_s"": 0.4899387309745097, ""factor_l"": 0.7216100008344061, ""factor_m"": 0.9999822171072174, ""urge"": 0.17543859679516427}",16.46943637071807,211.81599753715253,16.67602666955308,217.1299778391182,16,217,advanced,fixed_default,16,217,default,"{""gem"": false, ""ewc"": false}",217,211,217,,167772160,ok,device_allocator_enforced,0.0002067869936581701,0.0021950369991827756,0.5602199407130305,0.6610020375506497,19.68153787299525,116.2509765625,116.2509765625,"{""gem"": false, ""ewc"": false}",
effectiveness_v3_20260918T125622Z_5cc2c4e7,A/core50_nc/tight/R11/0/default,R11,core50_nc,0,3,,,0.15906627117214184,0.05,"{""factor_p"": 0.4941988589048149, ""factor_s"": 0.4887977395026233, ""factor_l"": 0.6584986614034486, ""factor_m"": 0.9999822171072174, ""urge"": 0.15906627117214184}",16.67602666955308,217.1299778391182,16.857905874234618,221.86628924763872,16,221,advanced,fixed_default,16,221,default,"{""gem"": false, ""ewc"": false}",221,217,221,,167772160,ok,device_allocator_enforced,0.00019822199828922749,0.003438130021095276,0.592822422705928,0.679266166942196,18.498134141002083,116.2509765625,116.2509765625,"{""gem"": false, ""ewc"": false}",
effectiveness_v3_20260918T125622Z_5cc2c4e7,A/core50_nc/tight/R11/0/default,R11,core50_nc,0,4,,,0.09767193659887999,0.05,"{""factor_p"": 0.495870083900598, ""factor_s"": 0.49592404334729306, ""factor_l"": 0.3971864734676523, ""factor_m"": 0.9999822171072174, ""urge"": 0.09767193659887999}",16.857905874234618,221.86628924763872,16.93827077623726,223.98164838252714,16,223,advanced,fixed_default,16,223,default,"{""gem"": false, ""ewc"": false}",223,221,223,,167772160,ok,device_allocator_enforced,0.0002564539900049567,0.002159463008865714,0.5660801603869646,0.565216751100178,14.202882465993753,116.2509765625,116.2509765625,"{""gem"": false, ""ewc"": false}",
effectiveness_v3_20260918T125622Z_5cc2c4e7,A/core50_nc/tight/R11/0/default,R11,core50_nc,0,5,,,0.1276071519254921,0.05,"{""factor_p"": 0.49609544138945705, ""factor_s"": 0.4954292392114887, ""factor_l"": 0.5192014160857467, ""factor_m"": 0.9999822171072174, ""urge"": 0.1276071519254921}",16.93827077623726,223.98164838252714,17.069723871585918,227.4581639454361,17,227,advanced,fixed_default,17,227,default,"{""gem"": false, ""ewc"": false}",227,223,227,,167772160,ok,device_allocator_enforced,0.0002274349972140044,0.0020860460062976927,0.5624742077298779,0.5731342098739126,16.179064402007498,116.2509765625,116.2509765625,"{""gem"": false, ""ewc"": false}",
effectiveness_v3_20260918T125622Z_5cc2c4e7,A/core50_nc/tight/R11/0/default,R11,core50_nc,0,6,,,0.16661870678345572,0.05,"{""factor_p"": 0.4952976331203431, ""factor_s"": 0.4967243028104747, ""factor_l"": 0.6772794095947235, ""factor_m"": 0.9999406533576642, ""urge"": 0.16661870678345572}",17.069723871585918,227.4581639454361,17.26878878389142,232.7633393307673,17,232,advanced,fixed_default,17,232,default,"{""gem"": false, ""ewc"": false}",232,227,232,,167772160,ok,device_allocator_enforced,0.0002225370262749493,0.0022975280007813126,0.57524008843079,0.5524119048940634,18.836878587986575,121.07177734375,121.07177734375,"{""gem"": false, ""ewc"": false}",
effectiveness_v3_20260918T125622Z_5cc2c4e7,A/core50_nc/tight/R11/0/default,R11,core50_nc,0,7,,,0.16998746871437803,0.05,"{""factor_p"": 0.49417919275307975, ""factor_s"": 0.4990510258133692, ""factor_l"": 0.6893079276304227, ""factor_m"": 0.9999406533576642, ""urge"": 0.16998746871437803}",17.26878878389142,232.7633393307673,17.475992609285658,238.3490761099282,17,238,advanced,fixed_default,17,238,default,"{""gem"": false, ""ewc"": false}",238,232,238,,167772160,ok,device_allocator_enforced,0.00021391600603237748,0.0022025469806976616,0.5931371236402865,0.515183605217612,19.059233742998913,121.07177734375,121.07177734375,"{""gem"": false, ""ewc"": false}",
effectiveness_v3_20260918T125622Z_5cc2c4e7,A/core50_nc/tight/R11/0/default,R11,core50_nc,0,8,,last_experience,0.12865000492817877,0.05,"{""factor_p"": 0.49310855919447905, ""factor_s"": 0.5014653814245483, ""factor_l"": 0.5202979131535543, ""factor_m"": 0.9999406533576642, ""urge"": 0.12865000492817877}",17.475992609285658,238.3490761099282,17.61344129977017,242.09830731206276,17,242,advanced,,,,,,,,,,,,,0.031387851980980486,0.0,0.6102700358284028,0.47655383007778984,16.196635776985204,121.07177734375,121.07177734375,,
effectiveness_v3_20260918T130106Z_37d309d9,A/core50_nc/tight/F11/0/default,F11,core50_nc,0,0,,,0.23445340113797739,0.05,"{""factor_p"": 0.5001285722200062, ""factor_s"": 0.46879062662624377, ""factor_l"": 0.999990721494665, ""factor_m"": 0.9999999563695182, ""urge"": 0.23445340113797739}",16.0,200.0,16.295125441820765,207.37813604551908,16,207,advanced,fixed_advanced,16,207,advanced,"{""gem"": true, ""ewc"": true}",207,200,207,,167772160,ok,device_allocator_enforced,0.00021527701755985618,0.0005203790205996484,0.4979428444345602,1.0,62.22289381700102,92.2099609375,92.2099609375,"{""gem"": true, ""ewc"": true}",
effectiveness_v3_20260918T130221Z_60c895a2,A/core50_nc/tight/S_star/1/default,S_star,core50_nc,1,0,skipped,disabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effectiveness_v3_20260918T130221Z_60c895a2,A/core50_nc/tight/S_star/1/default,S_star,core50_nc,1,1,skipped,disabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effectiveness_v3_20260918T130221Z_60c895a2,A/core50_nc/tight/S_star/1/default,S_star,core50_nc,1,2,skipped,disabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effectiveness_v3_20260918T130221Z_60c895a2,A/core50_nc/tight/S_star/1/default,S_star,core50_nc,1,3,skipped,disabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effectiveness_v3_20260918T130221Z_60c895a2,A/core50_nc/tight/S_star/1/default,S_star,core50_nc,1,4,skipped,disabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effectiveness_v3_20260918T130221Z_60c895a2,A/core50_nc/tight/S_star/1/default,S_star,core50_nc,1,5,skipped,disabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effectiveness_v3_20260918T130221Z_60c895a2,A/core50_nc/tight/S_star/1/default,S_star,core50_nc,1,6,skipped,disabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effectiveness_v3_20260918T130221Z_60c895a2,A/core50_nc/tight/S_star/1/default,S_star,core50_nc,1,7,skipped,disabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effectiveness_v3_20260918T130221Z_60c895a2,A/core50_nc/tight/S_star/1/default,S_star,core50_nc,1,8,skipped,disabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effectiveness_v3_20260918T130717Z_c1ab5a21,A/core50_nc/tight/O00/1/default,O00,core50_nc,1,0,,,0.14830225749479087,0.05,"{""factor_p"": 0.4960143455136883, ""factor_s"": 0.46879062662624377, ""factor_l"": 0.6377854471803801, ""factor_m"": 1.0, ""urge"": 0.14830225749479087}",16.0,200.0,16.157283611991666,203.93209029979164,16,203,advanced,adaptive,16,203,advanced,"{""gem"": true, ""ewc"": true}",203,200,203,,167772160,ok,device_allocator_enforced,0.0002136109978891909,0.00035524999839253724,0.5637718225286333,1.0,32.26306085399119,91.03076171875,91.03076171875,"{""gem"": true, ""ewc"": true}",
effectiveness_v3_20260918T130717Z_c1ab5a21,A/core50_nc/tight/O00/1/default,O00,core50_nc,1,1,,,0.20451127040098424,0.05,"{""factor_p"": 0.4928456333278001, ""factor_s"": 0.48214300881980754, ""factor_l"": 0.8606577022723848, ""factor_m"": 1.0, ""urge"": 0.20451127040098424}",16.157283611991666,203.93209029979164,16.406931853703448,210.23405156934146,16,210,advanced,adaptive,16,210,advanced,"{""gem"": true, ""ewc"": true}",210,203,210,,167772160,ok,device_allocator_enforced,0.0001852220157161355,0.0007891569985076785,0.6144776798961298,0.7858334259979984,37.28305354999611,116.2509765625,116.2509765625,"{""gem"": true, ""ewc"": true}",
effectiveness_v3_20260918T130845Z_09b114c7,A/core50_nc/tight/O10/1/default,O10,core50_nc,1,0,,,0.23176411066317373,0.05,"{""factor_p"": 0.5008166066352117, ""factor_s"": 0.46879062662624377, ""factor_l"": 0.9871622617691331, ""factor_m"": 1.0, ""urge"": 0.23176411066317373}",16.0,200.0,16.29082257706108,207.27056442652696,16,207,advanced,adaptive,16,207,advanced,"{""gem"": true, ""ewc"": true}",207,200,207,,167772160,ok,device_allocator_enforced,0.00022386998170986772,0.00027003700961358845,0.4869342822195041,1.0,33.24147175200051,91.03076171875,91.03076171875,"{""gem"": true, ""ewc"": true}",
effectiveness_v3_20260918T130845Z_09b114c7,A/core50_nc/tight/O10/1/default,O10,core50_nc,1,1,,,0.23332354733380545,0.05,"{""factor_p"": 0.4917014740145302, ""factor_s"": 0.4769602008465033, ""factor_l"": 0.9948896636735808, ""factor_m"": 1.0, ""urge"": 0.23332354733380545}",16.29082257706108,207.27056442652696,16.589471715442325,214.87007945223718,16,214,advanced,adaptive,16,214,advanced,"{""gem"": true, ""ewc"": true}",214,207,214,,167772160,ok,device_allocator_enforced,0.00022155599435791373,0.0006617220060434192,0.632788609407861,0.868898031802513,36.957157066004584,116.2509765625,116.2509765625,"{""gem"": true, ""ewc"": true}",
effectiveness_v3_20260918T131014Z_b09fde4a,A/core50_nc/tight/O01/1/default,O01,core50_nc,1,0,,,0.12693682752362428,0.05,"{""factor_p"": 0.5007123591310443, ""factor_s"": 0.46879062662624377, ""factor_l"": 0.5407797533434898, ""factor_m"": 0.9999999675092239, ""urge"": 0.12693682752362428}",16.0,200.0,16.123098924037798,203.07747310094496,16,203,advanced,adaptive,16,203,advanced,"{""gem"": true, ""ewc"": true}",203,200,203,,167772160,ok,device_allocator_enforced,0.00021102800383232534,0.0002799729991238564,0.48860224619148224,1.0,30.653928601997904,91.03076171875,91.03076171875,"{""gem"": true, ""ewc"": true}",
effectiveness_v3_20260918T131014Z_b09fde4a,A/core50_nc/tight/O01/1/default,O01,core50_nc,1,1,,,0.20565679432482217,0.05,"{""factor_p"": 0.4912254066727516, ""factor_s"": 0.4771613222701181, ""factor_l"": 0.8774143456014224, ""factor_m"": 0.9999822171072174, ""urge"": 0.20565679432482217}",16.123098924037798,203.07747310094496,16.37406591334757,209.39955079344062,16,209,advanced,adaptive,16,209,advanced,"{""gem"": true, ""ewc"": true}",209,203,209,,167772160,ok,device_allocator_enforced,0.00021916598780080676,0.000754444015910849,0.6404079084127601,0.8656733014566886,37.87267733400222,116.2509765625,116.2509765625,"{""gem"": true, ""ewc"": true}",
effectiveness_v3_20260918T131141Z_97cbc12a,A/core50_nc/tight/O11/1/default,O11,core50_nc,1,0,,,0.22904586297303034,0.05,"{""factor_p"": 0.49686913354825485, ""factor_s"": 0.46879062662624377, ""factor_l"": 0.9833350698760118, ""factor_m"": 0.9999999675092239, ""urge"": 0.22904586297303034}",16.0,200.0,16.28647338075685,207.16183451892124,16,207,advanced,adaptive,16,207,advanced,"{""gem"": true, ""ewc"": true}",207,200,207,,167772160,ok,device_allocator_enforced,0.00023326001246459782,0.0002686389780137688,0.5500945179584121,1.0,32.18226421397412,91.03076171875,91.03076171875,"{""gem"": true, ""ewc"": true}",
effectiveness_v3_20260918T131141Z_97cbc12a,A/core50_nc/tight/O11/1/default,O11,core50_nc,1,1,,,0.2343396073395412,0.05,"{""factor_p"": 0.48963111096079626, ""factor_s"": 0.4821360678378242, ""factor_l"": 0.9926926228940882, ""factor_m"": 0.9999822171072174, ""urge"": 0.2343396073395412}",16.28647338075685,207.16183451892124,16.58669759155231,214.79946076511263,16,214,advanced,adaptive,16,214,advanced,"{""gem"": true, ""ewc"": true}",214,207,214,,167772160,ok,device_allocator_enforced,0.00022465799702331424,0.0007169909949880093,0.6659260131505076,0.7859446235961303,35.51783727001748,116.2509765625,116.2509765625,"{""gem"": true, ""ewc"": true}",
effectiveness_v3_20260918T131308Z_e7f97314,A/core50_nc/tight/R11/1/default,R11,core50_nc,1,0,,,0.22811262051898665,0.05,"{""factor_p"": 0.5004830144166337, ""factor_s"": 0.46879062662624377, ""factor_l"": 0.9722569705232218, ""factor_m"": 0.9999999675092239, ""urge"": 0.22811262051898665}",16.0,200.0,16.28498019283038,207.12450482075946,16,207,advanced,fixed_default,16,207,default,"{""gem"": false, ""ewc"": false}",207,200,207,,167772160,ok,device_allocator_enforced,0.00020178701379336417,0.0003202130028512329,0.4922717669298343,1.0,30.0982326779922,91.03076171875,91.03076171875,"{""gem"": false, ""ewc"": false}",
effectiveness_v3_20260918T131308Z_e7f97314,A/core50_nc/tight/R11/1/default,R11,core50_nc,1,1,,,0.16931592480529817,0.05,"{""factor_p"": 0.4925981381612491, ""factor_s"": 0.47876361751120305, ""factor_l"": 0.7179457422753861, ""factor_m"": 0.9999822171072174, ""urge"": 0.16931592480529817}",16.28498019283038,207.12450482075946,16.479285940044733,212.0671551892651,16,212,advanced,fixed_default,16,212,default,"{""gem"": false, ""ewc"": false}",212,207,212,,167772160,ok,device_allocator_enforced,0.00022490799892693758,0.0005046389997005463,0.6184384418631375,0.8399866562882241,19.608868752984563,116.2509765625,116.2509765625,"{""gem"": false, ""ewc"": false}",
effectiveness_v3_20260918T131308Z_e7f97314,A/core50_nc/tight/R11/1/default,R11,core50_nc,1,2,,,0.16121382382134525,0.05,"{""factor_p"": 0.4966901132715979, ""factor_s"": 0.4870759445268512, ""factor_l"": 0.666388978285403, ""factor_m"": 0.9999822171072174, ""urge"": 0.16121382382134525}",16.479285940044733,212.0671551892651,16.662558380368505,216.78411503636767,16,216,advanced,fixed_default,16,216,default,"{""gem"": false, ""ewc"": false}",216,212,216,,167772160,ok,device_allocator_enforced,0.00021769400336779654,0.0017569079936947674,0.5529589612420917,0.7068309587471754,18.639281954005128,116.2509765625,116.2509765625,"{""gem"": false, ""ewc"": false}",
effectiveness_v3_20260918T131308Z_e7f97314,A/core50_nc/tight/R11/1/default,R11,core50_nc,1,3,,,0.17117965031624943,0.05,"{""factor_p"": 0.49512335378997685, ""factor_s"": 0.48927768697002, ""factor_l"": 0.7066283149793139, ""factor_m"": 0.9999822171072174, ""urge"": 0.17117965031624943}",16.662558380368505,216.78411503636767,16.86447468015922,222.03807968721262,16,222,advanced,fixed_default,16,222,default,"{""gem"": false, ""ewc"": false}",222,216,222,,167772160,ok,device_allocator_enforced,0.00024222201318480074,0.0020138609979767352,0.5780288136313239,0.6715833138257663,19.38794838899048,116.2509765625,116.2509765625,"{""gem"": false, ""ewc"": false}",
effectiveness_v3_20260918T131308Z_e7f97314,A/core50_nc/tight/R11/1/default,R11,core50_nc,1,4,,,0.17562555855881887,0.05,"{""factor_p"": 0.4969958176922122, ""factor_s"": 0.4936380430797096, ""factor_l"": 0.7158698725809297, ""factor_m"": 0.9999822171072174, ""urge"": 0.17562555855881887}",16.86447468015922,222.03807968721262,17.076335585308826,227.6168112436193,17,227,advanced,fixed_default,17,227,default,"{""gem"": false, ""ewc"": false}",227,222,227,,167772160,ok,device_allocator_enforced,0.00021082398598082364,0.0019683139980770648,0.5480674953495035,0.6017968045276297,19.567954902013298,116.2509765625,116.2509765625,"{""gem"": false, ""ewc"": false}",
effectiveness_v3_20260918T131308Z_e7f97314,A/core50_nc/tight/R11/1/default,R11,core50_nc,1,5,,,0.1580521091673314,0.05,"{""factor_p"": 0.4967673629928354, ""factor_s"": 0.4946768975538718, ""factor_l"": 0.6432079247735272, ""factor_m"": 0.9999406533576642, ""urge"": 0.1580521091673314}",17.076335585308826,227.6168112436193,17.260848992993004,232.53570655098238,17,232,advanced,fixed_default,17,232,default,"{""gem"": false, ""ewc"": false}",232,227,232,,167772160,ok,device_allocator_enforced,0.0002130270004272461,0.004270186007488519,0.551722912791253,0.5851728571135153,18.228949977987213,121.07177734375,121.07177734375,"{""gem"": false, ""ewc"": false}",
effectiveness_v3_20260918T131308Z_e7f97314,A/core50_nc/tight/R11/1/default,R11,core50_nc,1,6,,,0.16107636701751907,0.05,"{""factor_p"": 0.4966044798219041, ""factor_s"": 0.4967002656030985, ""factor_l"": 0.6530592350431534, ""factor_m"": 0.9999406533576642, ""urge"": 0.16107636701751907}",17.260848992993004,232.53570655098238,17.452576232770973,237.70155084808937,17,237,advanced,fixed_default,17,237,default,"{""gem"": false, ""ewc"": false}",237,232,237,,167772160,ok,device_allocator_enforced,0.00022167598945088685,0.0027673059958033264,0.5543291580479928,0.5527965168413547,18.401745695009595,121.07177734375,121.07177734375,"{""gem"": false, ""ewc"": false}",
