run_id,cell_id,method,dataset,seed,experience_index,learning_s,prefetch_produce_s,prefetch_wait_s,blocked_s,prefetch_enabled,supply_wait_ratio
effectiveness_v3_20260918T131917Z_45192821,A/core50_nc/tight/S0/1/default,S0,core50_nc,1,8,19.130907787999604,10.868537201720756,0.0,10.868537201720756,False,0.5681140342194503
effectiveness_v3_20260918T132403Z_30b2b6d9,A/core50_nc/tight/O00/2/default,O00,core50_nc,2,0,32.9003233720141,13.92010647454299,0.0,13.92010647454299,False,0.4230993816426682
effectiveness_v3_20260918T132403Z_30b2b6d9,A/core50_nc/tight/O00/2/default,O00,core50_nc,2,1,37.248747767007444,10.862392189446837,0.0,10.862392189446837,False,0.29161764732043016
effectiveness_v3_20260918T132532Z_ffb79b97,A/core50_nc/tight/O10/2/default,O10,core50_nc,2,0,31.843078195001,13.727232940698741,0.0,13.727232940698741,False,0.431090011356181
effectiveness_v3_20260918T132532Z_ffb79b97,A/core50_nc/tight/O10/2/default,O10,core50_nc,2,1,35.442507536994526,10.163603526132647,0.0,10.163603526132647,False,0.28676310544687
effectiveness_v3_20260918T132658Z_2cba89e4,A/core50_nc/tight/O01/2/default,O01,core50_nc,2,0,32.27772794701741,13.721027928142576,0.0,13.721027928142576,False,0.42509274353712534
effectiveness_v3_20260918T132658Z_2cba89e4,A/core50_nc/tight/O01/2/default,O01,core50_nc,2,1,36.91438544599805,10.435462283989182,0.0,10.435462283989182,False,0.2826936479615837
effectiveness_v3_20260918T132826Z_dafb140a,A/core50_nc/tight/O11/2/default,O11,core50_nc,2,0,32.20368368801428,13.715940280148061,0.0,13.715940280148061,False,0.4259121538090664
effectiveness_v3_20260918T132826Z_dafb140a,A/core50_nc/tight/O11/2/default,O11,core50_nc,2,1,37.564632204012014,10.87097600713605,0.0,10.87097600713605,False,0.2893939157475632
effectiveness_v3_20260918T132954Z_7351c595,A/core50_nc/tight/R11/2/default,R11,core50_nc,2,0,33.38258818601025,14.02875655060052,0.0,14.02875655060052,False,0.42024172818570116
effectiveness_v3_20260918T132954Z_7351c595,A/core50_nc/tight/R11/2/default,R11,core50_nc,2,1,19.591428975982126,10.843140536686406,0.0,10.843140536686406,False,0.5534634839541016
effectiveness_v3_20260918T132954Z_7351c595,A/core50_nc/tight/R11/2/default,R11,core50_nc,2,2,19.434821167000337,10.829093879670836,0.0,10.829093879670836,False,0.5572005930292926
effectiveness_v3_20260918T132954Z_7351c595,A/core50_nc/tight/R11/2/default,R11,core50_nc,2,3,19.691716425993945,10.86638858835795,0.0,10.86638858835795,False,0.5518253641929269
effectiveness_v3_20260918T132954Z_7351c595,A/core50_nc/tight/R11/2/default,R11,core50_nc,2,4,19.312184843991417,10.587132687069243,0.0,10.587132687069243,False,0.5482099913911712
effectiveness_v3_20260918T132954Z_7351c595,A/core50_nc/tight/R11/2/default,R11,core50_nc,2,5,19.057325244997628,10.672615592076909,0.0,10.672615592076909,False,0.5600269426517959
effectiveness_v3_20260918T132954Z_7351c595,A/core50_nc/tight/R11/2/default,R11,core50_nc,2,6,18.002691909990972,10.203549311350798,0.0,10.203549311350798,False,0.5667790885033213
effectiveness_v3_20260918T132954Z_7351c595,A/core50_nc/tight/R11/2/default,R11,core50_nc,2,7,19.11389880400384,10.805345419998048,0.0,10.805345419998048,False,0.5653135203234739
effectiveness_v3_20260918T132954Z_7351c595,A/core50_nc/tight/R11/2/default,R11,core50_nc,2,8,17.99832096902537,10.301954033930087,0.0,10.301954033930087,False,0.5723841713712893
effectiveness_v3_20260918T133452Z_f09920d9,A/core50_nc/tight/F11/2/default,F11,core50_nc,2,0,65.31103417300619,13.40120120201027,0.0,13.40120120201027,False,0.20519046087237036
effectiveness_v3_20260918T133610Z_461128c7,A/core50_nc/tight/S0/2/default,S0,core50_nc,2,0,32.23045935900882,13.644781189534115,0.0,13.644781189534115,False,0.4233505032474887
effectiveness_v3_20260918T133610Z_461128c7,A/core50_nc/tight/S0/2/default,S0,core50_nc,2,1,19.797976075002225,10.939502061082749,0.0,10.939502061082749,False,0.5525565855640887
effectiveness_v3_20260918T133610Z_461128c7,A/core50_nc/tight/S0/2/default,S0,core50_nc,2,2,19.607646130985813,10.843950997455977,0.0,10.843950997455977,False,0.5530470575108638
effectiveness_v3_20260918T133610Z_461128c7,A/core50_nc/tight/S0/2/default,S0,core50_nc,2,3,18.852596717013512,10.509130557853496,0.0,10.509130557853496,False,0.5574367667011908
effectiveness_v3_20260918T133610Z_461128c7,A/core50_nc/tight/S0/2/default,S0,core50_nc,2,4,19.600650284002768,10.748158172238618,0.0,10.748158172238618,False,0.5483572236891965
effectiveness_v3_20260918T133610Z_461128c7,A/core50_nc/tight/S0/2/default,S0,core50_nc,2,5,18.62495100099477,10.410846423124894,0.0,10.410846423124894,False,0.5589730905906193
effectiveness_v3_20260918T133610Z_461128c7,A/core50_nc/tight/S0/2/default,S0,core50_nc,2,6,19.191339999990305,10.654659543564776,0.0,10.654659543564776,False,0.5551805941414283
effectiveness_v3_20260918T133610Z_461128c7,A/core50_nc/tight/S0/2/default,S0,core50_nc,2,7,18.37769060698338,10.272846482257592,0.0,10.272846482257592,False,0.5589846244529761
effectiveness_v3_20260918T133610Z_461128c7,A/core50_nc/tight/S0/2/default,S0,core50_nc,2,8,17.186156451003626,9.707829230785137,0.0,9.707829230785137,False,0.5648633106803951
effectiveness_v3_20260918T134105Z_8816285b,A/core50_nc/tight/S_star/2/default,S_star,core50_nc,2,0,33.27405984100187,14.002901706990087,0.0,14.002901706990087,False,0.42083538269457127
effectiveness_v3_20260918T134105Z_8816285b,A/core50_nc/tight/S_star/2/default,S_star,core50_nc,2,1,20.16844331799075,11.054563537851209,0.0,11.054563537851209,False,0.5481118876433198
effectiveness_v3_20260918T134105Z_8816285b,A/core50_nc/tight/S_star/2/default,S_star,core50_nc,2,2,19.453542509989347,10.808473137847614,0.0,10.808473137847614,False,0.5556043652356628
effectiveness_v3_20260918T134105Z_8816285b,A/core50_nc/tight/S_star/2/default,S_star,core50_nc,2,3,20.736026291007875,11.3580236324633,0.0,11.3580236324633,False,0.5477435007588064
effectiveness_v3_20260918T134105Z_8816285b,A/core50_nc/tight/S_star/2/default,S_star,core50_nc,2,4,20.13600464197225,11.047927103587426,0.0,11.047927103587426,False,0.5486653037692845
effectiveness_v3_20260918T134105Z_8816285b,A/core50_nc/tight/S_star/2/default,S_star,core50_nc,2,5,19.60493877500994,10.88726673219935,0.0,10.88726673219935,False,0.5553328606196491
effectiveness_v3_20260918T134105Z_8816285b,A/core50_nc/tight/S_star/2/default,S_star,core50_nc,2,6,19.804197974008275,10.984900568088051,0.0,10.984900568088051,False,0.5546753563312697
effectiveness_v3_20260918T134105Z_8816285b,A/core50_nc/tight/S_star/2/default,S_star,core50_nc,2,7,18.602829139010282,10.296973680262454,0.0,10.296973680262454,False,0.553516543280485
effectiveness_v3_20260918T134105Z_8816285b,A/core50_nc/tight/S_star/2/default,S_star,core50_nc,2,8,19.89135423800326,11.193370344932191,0.0,11.193370344932191,False,0.562725403760936
effectiveness_v3_20260918T134607Z_d44ef855,A/splitcifar100/tight/S0/0/default,S0,splitcifar100,0,0,6.5075652680243365,1.9980779828911182,0.0,1.9980779828911182,False,0.3070392536374398
effectiveness_v3_20260918T134607Z_d44ef855,A/splitcifar100/tight/S0/0/default,S0,splitcifar100,0,1,7.290605712973047,3.3929186970344745,0.0,3.3929186970344745,False,0.4653822783197627
effectiveness_v3_20260918T134607Z_d44ef855,A/splitcifar100/tight/S0/0/default,S0,splitcifar100,0,2,7.432986164989416,3.4610218667949084,0.0,3.4610218667949084,False,0.4656300697957558
effectiveness_v3_20260918T134607Z_d44ef855,A/splitcifar100/tight/S0/0/default,S0,splitcifar100,0,3,7.460759770008735,3.4745203391066752,0.0,3.4745203391066752,False,0.4657059664451047
effectiveness_v3_20260918T134607Z_d44ef855,A/splitcifar100/tight/S0/0/default,S0,splitcifar100,0,4,7.738892451976426,3.5081425516400486,0.0,3.5081425516400486,False,0.45331325811926854
effectiveness_v3_20260918T134607Z_d44ef855,A/splitcifar100/tight/S0/0/default,S0,splitcifar100,0,5,7.458064929989632,3.431021559954388,0.0,3.431021559954388,False,0.4600417926314779
effectiveness_v3_20260918T134607Z_d44ef855,A/splitcifar100/tight/S0/0/default,S0,splitcifar100,0,6,7.531425283988938,3.4839917877980042,0.0,3.4839917877980042,False,0.4625939521971525
effectiveness_v3_20260918T134607Z_d44ef855,A/splitcifar100/tight/S0/0/default,S0,splitcifar100,0,7,7.605895790999057,3.5155209798831493,0.0,3.5155209798831493,False,0.4622099850544199
effectiveness_v3_20260918T134607Z_d44ef855,A/splitcifar100/tight/S0/0/default,S0,splitcifar100,0,8,7.658586587989703,3.5410133491677698,0.0,3.5410133491677698,False,0.46235859691406167
effectiveness_v3_20260918T134607Z_d44ef855,A/splitcifar100/tight/S0/0/default,S0,splitcifar100,0,9,7.603093317011371,3.495292075764155,0.0,3.495292075764155,False,0.45971973906248026
effectiveness_v3_20260918T134746Z_6c651fb4,A/splitcifar100/tight/S_star/0/default,S_star,splitcifar100,0,0,6.135009029996581,1.8196238719392568,0.0,1.8196238719392568,False,0.2965967715845841
effectiveness_v3_20260918T134746Z_6c651fb4,A/splitcifar100/tight/S_star/0/default,S_star,splitcifar100,0,1,6.443191053986084,2.9501912842388265,0.0,2.9501912842388265,False,0.4578773560367559
effectiveness_v3_20260918T134746Z_6c651fb4,A/splitcifar100/tight/S_star/0/default,S_star,splitcifar100,0,2,7.450223990977975,3.4361376682354603,0.0,3.4361376682354603,False,0.4612126658737419
effectiveness_v3_20260918T134746Z_6c651fb4,A/splitcifar100/tight/S_star/0/default,S_star,splitcifar100,0,3,7.66704456199659,3.4807710210734513,0.0,3.4807710210734513,False,0.45399123390082613
effectiveness_v3_20260918T134746Z_6c651fb4,A/splitcifar100/tight/S_star/0/default,S_star,splitcifar100,0,4,7.33897623399389,3.459289295860799,0.0,3.459289295860799,False,0.47135856358785955
effectiveness_v3_20260918T134746Z_6c651fb4,A/splitcifar100/tight/S_star/0/default,S_star,splitcifar100,0,5,7.564584753999952,3.5412296671420336,0.0,3.5412296671420336,False,0.46813272404272094
effectiveness_v3_20260918T134746Z_6c651fb4,A/splitcifar100/tight/S_star/0/default,S_star,splitcifar100,0,6,7.710009595000884,3.5915131248766556,0.0,3.5915131248766556,False,0.4658247283123185
effectiveness_v3_20260918T134746Z_6c651fb4,A/splitcifar100/tight/S_star/0/default,S_star,splitcifar100,0,7,7.821748205984477,3.6621117999893613,0.0,3.6621117999893613,False,0.4681960737610363
effectiveness_v3_20260918T134746Z_6c651fb4,A/splitcifar100/tight/S_star/0/default,S_star,splitcifar100,0,8,7.5039788220019545,3.5125964999897406,0.0,3.5125964999897406,False,0.4680978695849557
effectiveness_v3_20260918T134746Z_6c651fb4,A/splitcifar100/tight/S_star/0/default,S_star,splitcifar100,0,9,7.5836341209942475,3.570637973753037,0.0,3.570637973753037,False,0.4708346838448096
effectiveness_v3_20260918T134924Z_a57461cc,A/splitcifar100/tight/O00/0/default,O00,splitcifar100,0,0,6.629554346000077,1.9924356369301677,0.0,1.9924356369301677,False,0.30053839714464337
effectiveness_v3_20260918T134924Z_a57461cc,A/splitcifar100/tight/O00/0/default,O00,splitcifar100,0,1,8.01296212800662,3.544100002851337,0.0,3.544100002851337,False,0.44229586340663274
effectiveness_v3_20260918T134924Z_a57461cc,A/splitcifar100/tight/O00/0/default,O00,splitcifar100,0,2,7.880163245019503,3.519653602183098,0.0,3.519653602183098,False,0.4466472955884034
effectiveness_v3_20260918T134924Z_a57461cc,A/splitcifar100/tight/O00/0/default,O00,splitcifar100,0,3,7.883798343013041,3.6201137518510222,0.0,3.6201137518510222,False,0.4591839611244397
effectiveness_v3_20260918T134924Z_a57461cc,A/splitcifar100/tight/O00/0/default,O00,splitcifar100,0,4,8.367664677003631,3.6330387892085128,0.0,3.6330387892085128,False,0.4341759534405081
effectiveness_v3_20260918T134924Z_a57461cc,A/splitcifar100/tight/O00/0/default,O00,splitcifar100,0,5,7.643410696997307,3.5042825058626477,0.0,3.5042825058626477,False,0.4584710471255058
effectiveness_v3_20260918T134924Z_a57461cc,A/splitcifar100/tight/O00/0/default,O00,splitcifar100,0,6,7.956429820973426,3.607939636654919,0.0,3.607939636654919,False,0.4534621328707336
effectiveness_v3_20260918T134924Z_a57461cc,A/splitcifar100/tight/O00/0/default,O00,splitcifar100,0,7,8.001893183012726,3.581666849931935,0.0,3.581666849931935,False,0.4476024320763841
effectiveness_v3_20260918T134924Z_a57461cc,A/splitcifar100/tight/O00/0/default,O00,splitcifar100,0,8,7.869298389006872,3.5628264229453634,0.0,3.5628264229453634,False,0.4527502004400423
effectiveness_v3_20260918T134924Z_a57461cc,A/splitcifar100/tight/O00/0/default,O00,splitcifar100,0,9,7.979042316001141,3.599560789996758,0.0,3.599560789996758,False,0.45112692068046967
effectiveness_v3_20260918T135107Z_986b52f6,A/splitcifar100/tight/O10/0/default,O10,splitcifar100,0,0,6.514334634004626,1.9819433139637113,0.0,1.9819433139637113,False,0.30424339941304646
effectiveness_v3_20260918T135107Z_986b52f6,A/splitcifar100/tight/O10/0/default,O10,splitcifar100,0,1,13.507608093990711,3.1147428082185797,0.0,3.1147428082185797,False,0.23059173663798196
effectiveness_v3_20260918T135137Z_c1fc1ed7,A/splitcifar100/tight/O01/0/default,O01,splitcifar100,0,0,6.486479237995809,1.950210109935142,0.0,1.950210109935142,False,0.3006577279260232
effectiveness_v3_20260918T135137Z_c1fc1ed7,A/splitcifar100/tight/O01/0/default,O01,splitcifar100,0,1,7.875251448014751,3.5505404160066973,0.0,3.5505404160066973,False,0.4508478795177699
effectiveness_v3_20260918T135137Z_c1fc1ed7,A/splitcifar100/tight/O01/0/default,O01,splitcifar100,0,2,7.8651760010106955,3.499945163872326,0.0,3.499945163872326,False,0.4449926058135983
